kind,object_name,detail,extra
policy,ball_groups,users can delete their own ball groups,DELETE :: (created_by = auth.uid()) :: check none :: to authenticated
policy,ball_groups,users can insert their own ball groups,INSERT :: no using :: check (created_by = auth.uid()) :: to authenticated
policy,ball_groups,users can update their own ball groups,UPDATE :: (created_by = auth.uid()) :: check (created_by = auth.uid()) :: to authenticated
policy,ball_groups,users can view their own ball groups,SELECT :: (created_by = auth.uid()) :: check none :: to authenticated
policy,ball_submissions,anyone can read ball submissions,SELECT :: (auth.uid() IS NOT NULL) :: check none :: to authenticated
policy,ball_submissions,users can delete only their own submission,DELETE :: (submitted_by = auth.uid()) :: check none :: to authenticated
policy,ball_submissions,users can insert their own submission,INSERT :: no using :: check (submitted_by = auth.uid()) :: to authenticated
policy,ball_submissions,users can update only their own submission,UPDATE :: (submitted_by = auth.uid()) :: check (submitted_by = auth.uid()) :: to authenticated
policy,bowler_goals,users can delete their own bowler goals,DELETE :: (created_by = auth.uid()) :: check none :: to authenticated
policy,bowler_goals,users can insert their own bowler goals,INSERT :: no using :: check (created_by = auth.uid()) :: to authenticated
policy,bowler_goals,users can update their own bowler goals,UPDATE :: (created_by = auth.uid()) :: check (created_by = auth.uid()) :: to authenticated
policy,bowler_goals,users can view their own bowler goals,SELECT :: (created_by = auth.uid()) :: check none :: to authenticated
policy,bowler_names,teammates can view each other's bowler names,"SELECT :: (EXISTS ( SELECT 1
   FROM (team_members me
     JOIN team_members them ON ((them.team_id = me.team_id)))
  WHERE ((me.user_id = auth.uid()) AND (them.user_id = bowler_names.created_by)))) :: check none :: to authenticated"
policy,bowler_names,users can add their own bowler names,INSERT :: no using :: check (created_by = auth.uid()) :: to authenticated
policy,bowler_names,users can remove their own bowler names,DELETE :: (created_by = auth.uid()) :: check none :: to authenticated
policy,bowler_names,users can update their own bowler names,UPDATE :: (created_by = auth.uid()) :: check (created_by = auth.uid()) :: to authenticated
policy,bowler_names,users can view their own bowler names,SELECT :: (created_by = auth.uid()) :: check none :: to authenticated
policy,bowler_profiles,users can delete their own bowler profiles,DELETE :: (created_by = auth.uid()) :: check none :: to authenticated
policy,bowler_profiles,users can insert their own bowler profiles,INSERT :: no using :: check (created_by = auth.uid()) :: to authenticated
policy,bowler_profiles,users can update their own bowler profiles,UPDATE :: (created_by = auth.uid()) :: check (created_by = auth.uid()) :: to authenticated
policy,bowler_profiles,users can view their own bowler profiles,SELECT :: (created_by = auth.uid()) :: check none :: to authenticated
policy,bowling_centers,anyone can read bowling centers,SELECT :: (auth.uid() IS NOT NULL) :: check none :: to authenticated
policy,bowling_centers,creators can correct their own hand-entered centers,UPDATE :: ((created_by = auth.uid()) AND (here_id IS NULL)) :: check ((created_by = auth.uid()) AND (here_id IS NULL)) :: to authenticated
policy,bowling_centers,signed-in users can add centers,INSERT :: no using :: check (auth.uid() IS NOT NULL) :: to authenticated
policy,coaching_notes,authors can delete their own notes,DELETE :: (author_id = auth.uid()) :: check none :: to authenticated
policy,coaching_notes,authors can edit their own notes,UPDATE :: (author_id = auth.uid()) :: check (author_id = auth.uid()) :: to authenticated
policy,coaching_notes,both sides can view notes,"SELECT :: (EXISTS ( SELECT 1
   FROM coaching_relationships r
  WHERE ((r.id = coaching_notes.relationship_id) AND (r.status = 'accepted'::text) AND ((r.coach_id = auth.uid()) OR (r.bowler_id = auth.uid()))))) :: check none :: to authenticated"
policy,coaching_notes,both sides can write notes,"INSERT :: no using :: check ((author_id = auth.uid()) AND (EXISTS ( SELECT 1
   FROM coaching_relationships r
  WHERE ((r.id = coaching_notes.relationship_id) AND (r.status = 'accepted'::text) AND ((r.coach_id = auth.uid()) OR (r.bowler_id = auth.uid())))))) :: to authenticated"
policy,coaching_relationships,either side can end a coaching relationship,DELETE :: ((coach_id = auth.uid()) OR (bowler_id = auth.uid())) :: check none :: to authenticated
policy,coaching_relationships,either side can update their coaching relationship,UPDATE :: ((coach_id = auth.uid()) OR (bowler_id = auth.uid())) :: check ((coach_id = auth.uid()) OR (bowler_id = auth.uid())) :: to authenticated
policy,coaching_relationships,either side can view their coaching relationship,SELECT :: ((coach_id = auth.uid()) OR (bowler_id = auth.uid())) :: check none :: to authenticated
policy,coaching_relationships,users can request a coaching relationship,INSERT :: no using :: check ((requested_by = auth.uid()) AND ((coach_id = auth.uid()) OR (bowler_id = auth.uid()))) :: to authenticated
policy,coaching_tasks,both sides can update tasks,"UPDATE :: (EXISTS ( SELECT 1
   FROM coaching_relationships r
  WHERE ((r.id = coaching_tasks.relationship_id) AND (r.status = 'accepted'::text) AND ((r.coach_id = auth.uid()) OR (r.bowler_id = auth.uid()))))) :: check (EXISTS ( SELECT 1
   FROM coaching_relationships r
  WHERE ((r.id = coaching_tasks.relationship_id) AND (r.status = 'accepted'::text) AND ((r.coach_id = auth.uid()) OR (r.bowler_id = auth.uid()))))) :: to authenticated"
policy,coaching_tasks,both sides can view tasks,"SELECT :: (EXISTS ( SELECT 1
   FROM coaching_relationships r
  WHERE ((r.id = coaching_tasks.relationship_id) AND (r.status = 'accepted'::text) AND ((r.coach_id = auth.uid()) OR (r.bowler_id = auth.uid()))))) :: check none :: to authenticated"
policy,coaching_tasks,the coach can assign tasks,"INSERT :: no using :: check ((assigned_by = auth.uid()) AND (EXISTS ( SELECT 1
   FROM coaching_relationships r
  WHERE ((r.id = coaching_tasks.relationship_id) AND (r.status = 'accepted'::text) AND (r.coach_id = auth.uid()))))) :: to authenticated"
policy,coaching_tasks,the coach can remove tasks,"DELETE :: (EXISTS ( SELECT 1
   FROM coaching_relationships r
  WHERE ((r.id = coaching_tasks.relationship_id) AND (r.status = 'accepted'::text) AND (r.coach_id = auth.uid())))) :: check none :: to authenticated"
policy,drills,users manage their own drills,ALL :: (user_id = auth.uid()) :: check (user_id = auth.uid()) :: to authenticated
policy,friendships,either side can delete a friendship,DELETE :: ((requester_id = auth.uid()) OR (addressee_id = auth.uid())) :: check none :: to authenticated
policy,friendships,either side can respond to or cancel a request,UPDATE :: ((requester_id = auth.uid()) OR (addressee_id = auth.uid())) :: check ((requester_id = auth.uid()) OR (addressee_id = auth.uid())) :: to authenticated
policy,friendships,users can send friend requests,INSERT :: no using :: check (requester_id = auth.uid()) :: to authenticated
policy,friendships,users can view friendships they're part of,SELECT :: ((requester_id = auth.uid()) OR (addressee_id = auth.uid())) :: check none :: to authenticated
policy,hidden_leagues,users can hide leagues for themselves,INSERT :: no using :: check (user_id = auth.uid()) :: to authenticated
policy,hidden_leagues,users can unhide their own leagues,DELETE :: (user_id = auth.uid()) :: check none :: to authenticated
policy,hidden_leagues,users can update their own hidden leagues,UPDATE :: (user_id = auth.uid()) :: check (user_id = auth.uid()) :: to authenticated
policy,hidden_leagues,users can view their own hidden leagues,SELECT :: (user_id = auth.uid()) :: check none :: to authenticated
policy,imported_scores,bowler or team can update imported scores,UPDATE :: ((bowler_user_id = auth.uid()) OR ((team_id IS NOT NULL) AND is_team_member(team_id))) :: check none :: to authenticated
policy,imported_scores,team can view imported scores,SELECT :: ((bowler_user_id = auth.uid()) OR (uploaded_by = auth.uid()) OR ((team_id IS NOT NULL) AND is_team_member(team_id))) :: check none :: to authenticated
policy,imported_scores,teammates can upload scores,INSERT :: no using :: check ((uploaded_by = auth.uid()) AND ((team_id IS NULL) OR is_team_member(team_id))) :: to authenticated
policy,imported_scores,uploader can delete their upload,DELETE :: (uploaded_by = auth.uid()) :: check none :: to authenticated
policy,lane_patterns,team members can delete their team's lane patterns,DELETE :: ((team_id IS NOT NULL) AND is_team_member(team_id)) :: check none :: to authenticated
policy,lane_patterns,team members can log lane patterns for their team,INSERT :: no using :: check ((team_id IS NOT NULL) AND is_team_member(team_id)) :: to authenticated
policy,lane_patterns,team members can update their team's lane patterns,UPDATE :: ((team_id IS NOT NULL) AND is_team_member(team_id)) :: check ((team_id IS NOT NULL) AND is_team_member(team_id)) :: to authenticated
policy,lane_patterns,team members can view their team's lane patterns,SELECT :: ((team_id IS NOT NULL) AND is_team_member(team_id)) :: check none :: to authenticated
policy,leagues,league members or its creator can update it,UPDATE :: (is_league_member(id) OR (created_by = auth.uid())) :: check (is_league_member(id) OR (created_by = auth.uid())) :: to authenticated
policy,leagues,leagues are viewable by any authenticated user,SELECT :: true :: check none :: to authenticated
policy,leagues,users can create leagues as themselves,INSERT :: no using :: check (created_by = auth.uid()) :: to authenticated
policy,manual_scores,teammates can view each other's manual scores,"SELECT :: (EXISTS ( SELECT 1
   FROM (team_members me
     JOIN team_members them ON ((them.team_id = me.team_id)))
  WHERE ((me.user_id = auth.uid()) AND (them.user_id = manual_scores.user_id)))) :: check none :: to authenticated"
policy,manual_scores,users can delete their own manual scores,DELETE :: (user_id = auth.uid()) :: check none :: to authenticated
policy,manual_scores,users can insert their own manual scores,INSERT :: no using :: check (user_id = auth.uid()) :: to authenticated
policy,manual_scores,users can update their own manual scores,UPDATE :: (user_id = auth.uid()) :: check (user_id = auth.uid()) :: to authenticated
policy,manual_scores,users can view their own manual scores,SELECT :: (user_id = auth.uid()) :: check none :: to authenticated
policy,matches,team members can delete their team's matches,DELETE :: ((team_id IS NOT NULL) AND is_team_member(team_id)) :: check none :: to authenticated
policy,matches,team members can log matches for their team,INSERT :: no using :: check ((team_id IS NOT NULL) AND is_team_member(team_id)) :: to authenticated
policy,matches,team members can update their team's matches,UPDATE :: ((team_id IS NOT NULL) AND is_team_member(team_id)) :: check ((team_id IS NOT NULL) AND is_team_member(team_id)) :: to authenticated
policy,matches,team members can view their team's matches,SELECT :: ((team_id IS NOT NULL) AND is_team_member(team_id)) :: check none :: to authenticated
policy,oil_patterns,anyone can read oil patterns,SELECT :: (auth.uid() IS NOT NULL) :: check none :: to authenticated
policy,oil_patterns,creators can correct their own unverified patterns,UPDATE :: ((created_by = auth.uid()) AND (verified = false)) :: check ((created_by = auth.uid()) AND (verified = false)) :: to authenticated
policy,oil_patterns,signed-in users can add patterns,INSERT :: no using :: check (auth.uid() IS NOT NULL) :: to authenticated
policy,pending_invites,invitees can answer their own invites,UPDATE :: (lower(invited_email) = lower((auth.jwt() ->> 'email'::text))) :: check (lower(invited_email) = lower((auth.jwt() ->> 'email'::text))) :: to authenticated
policy,pending_invites,invitees can view their own invites,SELECT :: (lower(invited_email) = lower((auth.jwt() ->> 'email'::text))) :: check none :: to authenticated
policy,pending_invites,team members can create invites for their teams,INSERT :: no using :: check is_team_member(team_id) :: to authenticated
policy,pending_invites,team members can delete pending invites for their teams,DELETE :: is_team_member(team_id) :: check none :: to authenticated
policy,pending_invites,team members can manually link a placeholder to any account,UPDATE :: (is_team_member(team_id) AND (accepted_at IS NULL)) :: check is_team_member(team_id) :: to authenticated
policy,pending_invites,team members can view pending invites for their teams,SELECT :: is_team_member(team_id) :: check none :: to authenticated
policy,pending_invites,users can claim invites addressed to their own email,UPDATE :: ((accepted_at IS NULL) AND (invited_email = (auth.jwt() ->> 'email'::text))) :: check (accepted_user_id = auth.uid()) :: to authenticated
policy,pending_invites,users can view invites addressed to their own email,SELECT :: ((accepted_at IS NULL) AND (invited_email = (auth.jwt() ->> 'email'::text))) :: check none :: to authenticated
policy,profiles,profiles are viewable by any authenticated user,SELECT :: true :: check none :: to authenticated
policy,profiles,users can insert their own profile,INSERT :: no using :: check (id = auth.uid()) :: to authenticated
policy,profiles,users can update their own profile,UPDATE :: (id = auth.uid()) :: check (id = auth.uid()) :: to authenticated
policy,sessions,coaches can view their bowler's sessions,SELECT :: is_accepted_coach_of(user_id) :: check none :: to authenticated
policy,sessions,friends can view each other's sessions,SELECT :: are_friends(user_id) :: check none :: to authenticated
policy,sessions,teammates can view each other's sessions,SELECT :: ((team_id IS NOT NULL) AND is_team_member(team_id)) :: check none :: to authenticated
policy,sessions,users can delete their own sessions,DELETE :: (user_id = auth.uid()) :: check none :: to authenticated
policy,sessions,users can insert their own sessions,INSERT :: no using :: check (user_id = auth.uid()) :: to authenticated
policy,sessions,users can update their own sessions,UPDATE :: (user_id = auth.uid()) :: check (user_id = auth.uid()) :: to authenticated
policy,sessions,users can view their own sessions,SELECT :: (user_id = auth.uid()) :: check none :: to authenticated
policy,shots,coaches can view their bowler's shots,SELECT :: is_accepted_coach_of(user_id) :: check none :: to authenticated
policy,shots,friends can view each other's shots,SELECT :: are_friends(user_id) :: check none :: to authenticated
policy,shots,teammates can view each other's shots,SELECT :: ((team_id IS NOT NULL) AND is_team_member(team_id)) :: check none :: to authenticated
policy,shots,users can delete their own shots,DELETE :: (user_id = auth.uid()) :: check none :: to authenticated
policy,shots,users can insert their own shots,INSERT :: no using :: check (user_id = auth.uid()) :: to authenticated
policy,shots,users can update their own shots,UPDATE :: (user_id = auth.uid()) :: check (user_id = auth.uid()) :: to authenticated
policy,shots,users can view their own shots,SELECT :: (user_id = auth.uid()) :: check none :: to authenticated
policy,sync_tombstones,user can read their own tombstones,SELECT :: (user_id = auth.uid()) :: check none :: to authenticated
policy,team_members,team members can remove roster entries,DELETE :: is_team_member(team_id) :: check none :: to authenticated
policy,team_members,team members can reorder their team's roster,UPDATE :: is_team_member(team_id) :: check is_team_member(team_id) :: to authenticated
policy,team_members,team members can view their own roster,SELECT :: is_team_member(team_id) :: check none :: to authenticated
policy,team_members,you can only add yourself to a roster,"INSERT :: no using :: check ((user_id = auth.uid()) AND ((EXISTS ( SELECT 1
   FROM teams
  WHERE ((teams.id = team_members.team_id) AND (teams.created_by = auth.uid())))) OR (EXISTS ( SELECT 1
   FROM pending_invites
  WHERE ((pending_invites.team_id = team_members.team_id) AND (lower(pending_invites.invited_email) = lower((auth.jwt() ->> 'email'::text))) AND (pending_invites.accepted_at IS NULL)))))) :: to authenticated"
policy,teams,team creators can delete their team,DELETE :: (created_by = auth.uid()) :: check none :: to authenticated
policy,teams,team creators can rename their team,UPDATE :: (created_by = auth.uid()) :: check (created_by = auth.uid()) :: to authenticated
policy,teams,team creators can view their team,SELECT :: (created_by = auth.uid()) :: check none :: to authenticated
policy,teams,team members can delete their team,DELETE :: is_team_member(id) :: check none :: to authenticated
policy,teams,team members can rename their team,UPDATE :: is_team_member(id) :: check is_team_member(id) :: to authenticated
policy,teams,team members can view their team,SELECT :: is_team_member(id) :: check none :: to authenticated
policy,teams,users can create teams as themselves,INSERT :: no using :: check (created_by = auth.uid()) :: to authenticated
policy,tournaments,teammates can view each other's tournaments,"SELECT :: (EXISTS ( SELECT 1
   FROM (team_members me
     JOIN team_members them ON ((them.team_id = me.team_id)))
  WHERE ((me.user_id = auth.uid()) AND (them.user_id = tournaments.user_id)))) :: check none :: to authenticated"
policy,tournaments,users can delete their own tournaments,DELETE :: (user_id = auth.uid()) :: check none :: to authenticated
policy,tournaments,users can insert their own tournaments,INSERT :: no using :: check (user_id = auth.uid()) :: to authenticated
policy,tournaments,users can update their own tournaments,UPDATE :: (user_id = auth.uid()) :: check (user_id = auth.uid()) :: to authenticated
policy,tournaments,users can view their own tournaments,SELECT :: (user_id = auth.uid()) :: check none :: to authenticated
policy,user_preferences,users can insert their own preferences,INSERT :: no using :: check (user_id = auth.uid()) :: to authenticated
policy,user_preferences,users can update their own preferences,UPDATE :: (user_id = auth.uid()) :: check (user_id = auth.uid()) :: to authenticated
policy,user_preferences,users can view their own preferences,SELECT :: (user_id = auth.uid()) :: check none :: to authenticated
index,api_usage,api_usage_lookup_idx,"CREATE INDEX api_usage_lookup_idx ON public.api_usage USING btree (user_id, endpoint, called_at DESC)"
index,api_usage,api_usage_pkey,CREATE UNIQUE INDEX api_usage_pkey ON public.api_usage USING btree (id)
index,arsenals,arsenal_pkey,CREATE UNIQUE INDEX arsenal_pkey ON public.arsenals USING btree (id)
index,bags,bags_created_by_bowler_name_name_key,"CREATE UNIQUE INDEX bags_created_by_bowler_name_name_key ON public.bags USING btree (created_by, bowler_name, name)"
index,bags,bags_lookup_idx,"CREATE INDEX bags_lookup_idx ON public.bags USING btree (created_by, bowler_name)"
index,bags,bags_pkey,CREATE UNIQUE INDEX bags_pkey ON public.bags USING btree (id)
index,ball_bags,ball_bags_created_by_bowler_name_ball_bag_id_key,"CREATE UNIQUE INDEX ball_bags_created_by_bowler_name_ball_bag_id_key ON public.ball_bags USING btree (created_by, bowler_name, ball, bag_id)"
index,ball_bags,ball_bags_lookup_idx,"CREATE INDEX ball_bags_lookup_idx ON public.ball_bags USING btree (created_by, bowler_name)"
index,ball_bags,ball_bags_pkey,CREATE UNIQUE INDEX ball_bags_pkey ON public.ball_bags USING btree (id)
index,ball_confirmations,ball_confirmations_pkey,CREATE UNIQUE INDEX ball_confirmations_pkey ON public.ball_confirmations USING btree (id)
index,ball_confirmations,ball_confirmations_submission_id_confirmed_by_key,"CREATE UNIQUE INDEX ball_confirmations_submission_id_confirmed_by_key ON public.ball_confirmations USING btree (submission_id, confirmed_by)"
index,ball_confirmations,ball_confirmations_submission_idx,CREATE INDEX ball_confirmations_submission_idx ON public.ball_confirmations USING btree (submission_id)
index,ball_groups,ball_groups_created_by_bowler_name_name_key,"CREATE UNIQUE INDEX ball_groups_created_by_bowler_name_name_key ON public.ball_groups USING btree (created_by, bowler_name, name)"
index,ball_groups,ball_groups_lookup_idx,"CREATE INDEX ball_groups_lookup_idx ON public.ball_groups USING btree (created_by, bowler_name)"
index,ball_groups,ball_groups_pkey,CREATE UNIQUE INDEX ball_groups_pkey ON public.ball_groups USING btree (id)
index,ball_submissions,ball_submissions_key_idx,CREATE INDEX ball_submissions_key_idx ON public.ball_submissions USING btree (ball_key)
index,ball_submissions,ball_submissions_official_key_idx,CREATE UNIQUE INDEX ball_submissions_official_key_idx ON public.ball_submissions USING btree (ball_key) WHERE (official = true)
index,ball_submissions,ball_submissions_pkey,CREATE UNIQUE INDEX ball_submissions_pkey ON public.ball_submissions USING btree (id)
index,ball_submissions,ball_submissions_submitted_by_ball_key_key,"CREATE UNIQUE INDEX ball_submissions_submitted_by_ball_key_key ON public.ball_submissions USING btree (submitted_by, ball_key)"
index,bowler_goals,bowler_goals_created_by_bowler_name_key,"CREATE UNIQUE INDEX bowler_goals_created_by_bowler_name_key ON public.bowler_goals USING btree (created_by, bowler_name)"
index,bowler_goals,bowler_goals_pkey,CREATE UNIQUE INDEX bowler_goals_pkey ON public.bowler_goals USING btree (id)
index,bowler_names,bowler_names_pkey,CREATE UNIQUE INDEX bowler_names_pkey ON public.bowler_names USING btree (id)
index,bowler_profiles,bowler_profiles_created_by_bowler_name_key,"CREATE UNIQUE INDEX bowler_profiles_created_by_bowler_name_key ON public.bowler_profiles USING btree (created_by, bowler_name)"
index,bowler_profiles,bowler_profiles_owner_name_key,"CREATE UNIQUE INDEX bowler_profiles_owner_name_key ON public.bowler_profiles USING btree (created_by, bowler_name)"
index,bowler_profiles,bowler_profiles_pkey,CREATE UNIQUE INDEX bowler_profiles_pkey ON public.bowler_profiles USING btree (id)
index,bowling_centers,bowling_centers_here_id_key,CREATE UNIQUE INDEX bowling_centers_here_id_key ON public.bowling_centers USING btree (here_id)
index,bowling_centers,bowling_centers_name_idx,CREATE INDEX bowling_centers_name_idx ON public.bowling_centers USING btree (lower(name))
index,bowling_centers,bowling_centers_pkey,CREATE UNIQUE INDEX bowling_centers_pkey ON public.bowling_centers USING btree (id)
index,coaching_notes,coaching_notes_pkey,CREATE UNIQUE INDEX coaching_notes_pkey ON public.coaching_notes USING btree (id)
index,coaching_notes,coaching_notes_relationship_idx,CREATE INDEX coaching_notes_relationship_idx ON public.coaching_notes USING btree (relationship_id)
index,coaching_relationships,coaching_relationships_coach_id_bowler_id_key,"CREATE UNIQUE INDEX coaching_relationships_coach_id_bowler_id_key ON public.coaching_relationships USING btree (coach_id, bowler_id)"
index,coaching_relationships,coaching_relationships_pkey,CREATE UNIQUE INDEX coaching_relationships_pkey ON public.coaching_relationships USING btree (id)
index,coaching_tasks,coaching_tasks_pkey,CREATE UNIQUE INDEX coaching_tasks_pkey ON public.coaching_tasks USING btree (id)
index,coaching_tasks,coaching_tasks_relationship_idx,CREATE INDEX coaching_tasks_relationship_idx ON public.coaching_tasks USING btree (relationship_id)
index,drills,drills_lookup_idx,"CREATE INDEX drills_lookup_idx ON public.drills USING btree (user_id, bowler_name, target)"
index,drills,drills_pkey,CREATE UNIQUE INDEX drills_pkey ON public.drills USING btree (id)
index,friendships,friendships_addressee_idx,CREATE INDEX friendships_addressee_idx ON public.friendships USING btree (addressee_id)
index,friendships,friendships_pkey,CREATE UNIQUE INDEX friendships_pkey ON public.friendships USING btree (id)
index,friendships,friendships_requester_id_addressee_id_key,"CREATE UNIQUE INDEX friendships_requester_id_addressee_id_key ON public.friendships USING btree (requester_id, addressee_id)"
index,friendships,friendships_requester_idx,CREATE INDEX friendships_requester_idx ON public.friendships USING btree (requester_id)
index,hidden_leagues,hidden_leagues_pkey,CREATE UNIQUE INDEX hidden_leagues_pkey ON public.hidden_leagues USING btree (id)
index,hidden_leagues,hidden_leagues_user_id_league_id_key,"CREATE UNIQUE INDEX hidden_leagues_user_id_league_id_key ON public.hidden_leagues USING btree (user_id, league_id)"
index,hidden_leagues,hidden_leagues_user_idx,CREATE INDEX hidden_leagues_user_idx ON public.hidden_leagues USING btree (user_id)
index,imported_scores,imported_scores_bowler_idx,CREATE INDEX imported_scores_bowler_idx ON public.imported_scores USING btree (bowler_user_id)
index,imported_scores,imported_scores_pkey,CREATE UNIQUE INDEX imported_scores_pkey ON public.imported_scores USING btree (id)
index,imported_scores,imported_scores_team_idx,"CREATE INDEX imported_scores_team_idx ON public.imported_scores USING btree (team_id, date)"
index,lane_patterns,lane_patterns_league_id_idx,CREATE INDEX lane_patterns_league_id_idx ON public.lane_patterns USING btree (league_id)
index,lane_patterns,lane_patterns_pkey,CREATE UNIQUE INDEX lane_patterns_pkey ON public.lane_patterns USING btree (id)
index,lane_patterns,lane_patterns_team_id_date_lane_key,"CREATE UNIQUE INDEX lane_patterns_team_id_date_lane_key ON public.lane_patterns USING btree (team_id, date, lane)"
index,lane_patterns,lane_patterns_team_id_idx,CREATE INDEX lane_patterns_team_id_idx ON public.lane_patterns USING btree (team_id)
index,leagues,leagues_name_per_user_idx,"CREATE UNIQUE INDEX leagues_name_per_user_idx ON public.leagues USING btree (created_by, name)"
index,leagues,leagues_pkey,CREATE UNIQUE INDEX leagues_pkey ON public.leagues USING btree (id)
index,manual_scores,manual_scores_lookup_idx,"CREATE INDEX manual_scores_lookup_idx ON public.manual_scores USING btree (user_id, bowler_name, date)"
index,manual_scores,manual_scores_pkey,CREATE UNIQUE INDEX manual_scores_pkey ON public.manual_scores USING btree (id)
index,manual_scores,manual_scores_slot_key,"CREATE UNIQUE INDEX manual_scores_slot_key ON public.manual_scores USING btree (user_id, bowler_name, league_id, date, game)"
index,manual_scores,manual_scores_user_id_bowler_name_league_id_date_game_key,"CREATE UNIQUE INDEX manual_scores_user_id_bowler_name_league_id_date_game_key ON public.manual_scores USING btree (user_id, bowler_name, league_id, date, game)"
index,matches,matches_league_id_idx,CREATE INDEX matches_league_id_idx ON public.matches USING btree (league_id)
index,matches,matches_pkey,CREATE UNIQUE INDEX matches_pkey ON public.matches USING btree (id)
index,matches,matches_team_id_date_key,"CREATE UNIQUE INDEX matches_team_id_date_key ON public.matches USING btree (team_id, date)"
index,matches,matches_team_id_idx,CREATE INDEX matches_team_id_idx ON public.matches USING btree (team_id)
index,oil_patterns,oil_patterns_name_idx,CREATE INDEX oil_patterns_name_idx ON public.oil_patterns USING btree (lower(name))
index,oil_patterns,oil_patterns_name_key,CREATE UNIQUE INDEX oil_patterns_name_key ON public.oil_patterns USING btree (name)
index,oil_patterns,oil_patterns_pkey,CREATE UNIQUE INDEX oil_patterns_pkey ON public.oil_patterns USING btree (id)
index,pending_invites,pending_invites_email_idx,CREATE INDEX pending_invites_email_idx ON public.pending_invites USING btree (invited_email)
index,pending_invites,pending_invites_pkey,CREATE UNIQUE INDEX pending_invites_pkey ON public.pending_invites USING btree (id)
index,pending_invites,pending_invites_signup_code_open_idx,CREATE UNIQUE INDEX pending_invites_signup_code_open_idx ON public.pending_invites USING btree (signup_code) WHERE ((signup_code IS NOT NULL) AND (accepted_at IS NULL))
index,pending_invites,pending_invites_team_id_idx,CREATE INDEX pending_invites_team_id_idx ON public.pending_invites USING btree (team_id)
index,pending_invites,pending_invites_team_id_invited_email_key,"CREATE UNIQUE INDEX pending_invites_team_id_invited_email_key ON public.pending_invites USING btree (team_id, invited_email)"
index,profiles,profiles_pkey,CREATE UNIQUE INDEX profiles_pkey ON public.profiles USING btree (id)
index,sessions,sessions_bowler_name_idx,CREATE INDEX sessions_bowler_name_idx ON public.sessions USING btree (bowler_name)
index,sessions,sessions_no_league_uniq,"CREATE UNIQUE INDEX sessions_no_league_uniq ON public.sessions USING btree (user_id, bowler_name, date) WHERE (league_id IS NULL)"
index,sessions,sessions_pkey,CREATE UNIQUE INDEX sessions_pkey ON public.sessions USING btree (id)
index,sessions,sessions_team_id_idx,CREATE INDEX sessions_team_id_idx ON public.sessions USING btree (team_id)
index,sessions,sessions_user_id_bowler_name_league_id_date_key,"CREATE UNIQUE INDEX sessions_user_id_bowler_name_league_id_date_key ON public.sessions USING btree (user_id, bowler_name, league_id, date)"
index,sessions,sessions_user_id_idx,CREATE INDEX sessions_user_id_idx ON public.sessions USING btree (user_id)
index,sessions,sessions_user_updated_idx,"CREATE INDEX sessions_user_updated_idx ON public.sessions USING btree (user_id, updated_at)"
index,shots,shots_bowler_name_idx,CREATE INDEX shots_bowler_name_idx ON public.shots USING btree (bowler_name)
index,shots,shots_identity_uniq,"CREATE UNIQUE INDEX shots_identity_uniq ON public.shots USING btree (user_id, bowler_name, COALESCE(league_id, '00000000-0000-0000-0000-000000000000'::uuid), date, game, frame, COALESCE(ball_num, 1))"
index,shots,shots_pkey,CREATE UNIQUE INDEX shots_pkey ON public.shots USING btree (id)
index,shots,shots_team_id_idx,CREATE INDEX shots_team_id_idx ON public.shots USING btree (team_id)
index,shots,shots_user_date_idx,"CREATE INDEX shots_user_date_idx ON public.shots USING btree (user_id, date)"
index,shots,shots_user_id_idx,CREATE INDEX shots_user_id_idx ON public.shots USING btree (user_id)
index,shots,shots_user_updated_idx,"CREATE INDEX shots_user_updated_idx ON public.shots USING btree (user_id, updated_at)"
index,sync_tombstones,sync_tombstones_lookup_idx,"CREATE INDEX sync_tombstones_lookup_idx ON public.sync_tombstones USING btree (table_name, user_id, deleted_at)"
index,sync_tombstones,sync_tombstones_pkey,CREATE UNIQUE INDEX sync_tombstones_pkey ON public.sync_tombstones USING btree (id)
index,team_members,team_members_pkey,"CREATE UNIQUE INDEX team_members_pkey ON public.team_members USING btree (team_id, user_id)"
index,team_members,team_members_user_id_idx,CREATE INDEX team_members_user_id_idx ON public.team_members USING btree (user_id)
index,teams,teams_league_id_idx,CREATE INDEX teams_league_id_idx ON public.teams USING btree (league_id)
index,teams,teams_pkey,CREATE UNIQUE INDEX teams_pkey ON public.teams USING btree (id)
index,tournaments,tournaments_pkey,CREATE UNIQUE INDEX tournaments_pkey ON public.tournaments USING btree (id)
index,tournaments,tournaments_user_bowler_idx,"CREATE INDEX tournaments_user_bowler_idx ON public.tournaments USING btree (user_id, bowler_name)"
index,user_preferences,user_preferences_pkey,CREATE UNIQUE INDEX user_preferences_pkey ON public.user_preferences USING btree (user_id)
index,user_preferences,user_preferences_user_id_key,CREATE UNIQUE INDEX user_preferences_user_id_key ON public.user_preferences USING btree (user_id)
rls,api_usage,enabled,
rls,arsenals,enabled,
rls,bags,enabled,
rls,ball_bags,enabled,
rls,ball_confirmations,enabled,
rls,ball_groups,enabled,
rls,ball_submissions,enabled,
rls,bowler_goals,enabled,
rls,bowler_names,enabled,
rls,bowler_profiles,enabled,
rls,bowling_centers,enabled,
rls,coaching_notes,enabled,
rls,coaching_relationships,enabled,
rls,coaching_tasks,enabled,
